,art_institution,art_movement,birthdate,birthplace,deathdate,deathplace,endyear,family_and_relatives,field,friends_and_co-workers,genre,image,influenced_by,influenced_on,link,name,nationality,official_site,painting_school,pupils,references,startyear,teachers,wikipedia
887,,[Impressionism],01 March 1890,"La Boca, Buenos Aires, Argentina",28 January 1977,,,,[painting],,[marina],https://uploads8.wikiart.org/temp/d280e8cc-2ad4-4ded-9cad-ea60bc04ff73.jpg!Portrait.jpg,,,https://www.wikiart.org/en/benito-quinquela-martin,Benito Quinquela Martin,Argentinean,,,,,,,[ http://en.wikipedia.org/wiki/Benito_Quinquela_Martín ]
888,,"[Impressionism, Post-Impressionism, Expressionism]",16 January 1893,"Athens, Greece",09 February 1972,"Athens, Greece",,,,,,https://uploads2.wikiart.org/images/periklis-vyzantios/self-portrait-1926.jpg!Portrait.jpg,,,https://www.wikiart.org/en/periklis-vyzantios, Periklis Vyzantios ,Greek,,[Art (Τέχνη)],,,,,
889,,[Impressionism],01 January 1894,"Bucharest, Romania",05 February 1944,"Bucharest, Romania",,,[painting],,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/vasile-popescu,Vasile Popescu,Romanian,,[Balchik School],,,,,[ http://ro.wikipedia.org/wiki/Vasile_Popescu ]
890,,"[Impressionism, Post-Impressionism]",01 February 1894,"Mangalia, Romania",28 October 1965,"Bucharest, Romania",,,[painting],,,https://uploads8.wikiart.org/temp/8a838473-01c4-4a6f-8f35-305a94cfee01.jpg!Portrait.jpg,,,https://www.wikiart.org/en/lucian-grigorescu,Lucian Grigorescu,Romanian,,[Balchik School],,,,,[ http://en.wikipedia.org/wiki/Lucian_Grigorescu ]
891,,[Impressionism],06 December 1894,"Bucharest, Romania",19 July 1976,"Bucharest, Romania",,,[painting],,"[landscape, still life]",https://uploads4.wikiart.org/temp/e0775bde-f8ff-4553-ab5c-54b8575d600e.jpg,,,https://www.wikiart.org/en/henri-catargi,Henri Catargi,Romanian,,[Balchik School],,,,,[ http://en.wikipedia.org/wiki/Henri_Catargi ]
892,,[Impressionism],22 January 1895,"Bucharest, Romania",05 November 1979,"Bucharest, Romania",,,"[painting, illustration]",,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/lucia-demetriade-balacescu,Lucia Demetriade Balacescu,Romanian,,,,[enciclopediaromaniei.ro],,,
893,,[Impressionism],14 January 1896,"Craiova, Romania",03 September 1968,"Bucharest, Romania",,,[painting],,,https://uploads4.wikiart.org/temp/e3d6ac75-db7c-4ade-b25f-1a5e9b657f84.jpg,,,https://www.wikiart.org/en/sever-burada,Sever Burada,Romanian,,[Balchik School],,,,,[ http://ro.wikipedia.org/wiki/Sever_Burada ]
894,,"[Realism, Impressionism]",25 September 1898,"Оdesa Region, Ukraine",16 July 1980,"Noank, Connecticut, United States",1980.0,,[painting],,[portrait],https://uploads7.wikiart.org/images/robert-brackman.jpg!Portrait.jpg,,,https://www.wikiart.org/en/robert-brackman,Robert Brackman,American,,,,,1919.0,,[ http://en.wikipedia.org/wiki/Robert_Brackman ]
895,,"[Impressionism, Social Realism]",1899,"Bucharest, Romania",1954,"Bucharest, Romania",,,[painting],,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/alexandru-phoebus,Alexandru Phoebus,Romanian,,[Balchik School],,,,,
896,,[Impressionism],1899,"Huși, Romania",1979,Romania,,,[painting],,[landscape],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/adam-baltatu,Adam Baltatu,Romanian,,[Balchik School],,[www.artline.ro],,,
897,,"[Impressionism, Expressionism, Republic of China]",10 May 1899,"Neijiang, Sichuan, China",02 April 1983,"Taipei, Taiwan",,,[painting],,,https://uploads8.wikiart.org/temp/f5cc6961-d278-4a0d-abdb-5e50fb87f59b.jpg!Portrait.jpg,,,https://www.wikiart.org/en/chang-dai-chien,Chang Dai-chien,Chinese,,,,,,,[ http://en.wikipedia.org/wiki/Chang_Dai-chien ]
898,,[Impressionism],05 December 1899,"Adelaide, Australia",10 January 1958,,,,[painting],,[landscape],https://uploads7.wikiart.org/images/horace-trenerry.jpg!Portrait.jpg,,,https://www.wikiart.org/en/horace-trenerry,Horace Trenerry,Australian,,,,"[adb.anu.edu.au, www.artgallery.nsw.gov.au]",,,
899,,[Impressionism],17 June 1900,,1982,,,,[painting],,,https://uploads4.wikiart.org/temp/f612e21e-13aa-4bd1-8e21-a1a40344ed6c.jpg,,,https://www.wikiart.org/en/micaela-eleutheriade,Micaela Eleutheriade,Romanian,,[Balchik School],,,,,[ http://ro.wikipedia.org/wiki/Micaela_Eleutheriade ]
900,,[Impressionism],03 May 1904,"Brăila, Romania",1979,"Bucharest, Romania",,,[painting],,,https://uploads4.wikiart.org/temp/5b04d21d-d4fa-4f53-8b14-089e6c041a2d.jpg,,,https://www.wikiart.org/en/octav-angheluta,Octav Angheluta,Romanian,,,,,,,
901,,"[Impressionism, Expressionism]",1907,"Zucor, Sălaj, Romania",1979,,,,[painting],,,https://uploads4.wikiart.org/temp/a6ededef-547f-4519-a2b0-674abb851636.jpg,,,https://www.wikiart.org/en/petre-abrudan,Petre Abrudan,Romanian,,,,,,,[ http://ro.wikipedia.org/wiki/Petre_Abrudan ]
902,,[Impressionism],c.22 December 1908,"Brezoi, Vâlcea, Romania",18 July 2016,"Bucharest, Romania",,,"[painting, drawing]",,[landscape],https://uploads8.wikiart.org/temp/6d581ec6-93f9-4529-b2be-4bb562e96a17.jpg!Portrait.jpg,,,https://www.wikiart.org/en/medi-wechsler-dinu,Medi Wechsler Dinu,Jewish,,[Balchik School],,,,,[ https://en.wikipedia.org/wiki/Medi_Dinu ]
903,,[Impressionism],31 July 1909,"Newlands, Cape Town, South Africa",22 April 2005,"Onrus, near Hermanus, South Africa",,,[painting],,,https://uploads8.wikiart.org/temp/20bcfafd-ca84-4abb-ae70-b61009f490a9.jpg!Portrait.jpg,,,https://www.wikiart.org/en/gregoire-boonzaier,Gregoire Boonzaier,South African,,,,,,,[ http://en.wikipedia.org/wiki/Gregoire_Boonzaier ]
904,,[Impressionism],15 November 1910,"Blois, France",10 August 1988,"Paris, France",,,[painting],,[cityscape],https://uploads8.wikiart.org/temp/be2bf95d-45c3-4ad2-86d2-e0bd2b5a187a.jpg!Portrait.jpg,,,https://www.wikiart.org/en/antoine-blanchard,Antoine Blanchard,French,,[École de Paris],,,,,[ http://en.wikipedia.org/wiki/Antoine_Blanchard ]
905,,[Impressionism],31 July 1919,"Tillières-sur-Avre, France",11 August 2007,"Audresselles, Pas-de-Calais, France",,,[painting],,[landscape],https://uploads6.wikiart.org/images/maurice-boitel.jpg!Portrait.jpg,,,https://www.wikiart.org/en/maurice-boitel,Maurice Boitel,French,[ http://mauriceboitel.com/ ],,,,,,[ http://en.wikipedia.org/wiki/Maurice_Boitel ]
906,,[Impressionism],,"Rome, Italy",,,,,[digital art],,[self-portrait],https://uploads5.wikiart.org/00115/images/frank-carpent/carpen-portrait-5-2045-x-1964.jpg!Portrait.jpg,,,https://www.wikiart.org/en/frank-carpent,Frank Carpent,Italian,[ http://ishtar-impressions.blogspot.it ],,,,,,
907,,"[Impressionism, Post-Impressionism]",10 July 1830,"Charlotte Amalie, Virgin Islands, U.S.",13 November 1903,"Paris, France",,,[painting],,,https://uploads8.wikiart.org/images/camille-pissarro.jpg!Portrait.jpg,,[Paul Gauguin],https://www.wikiart.org/en/camille-pissarro,Camille Pissarro,French,,,[Paul Gauguin],,,,[ http://en.wikipedia.org/wiki/Camille_Pissarro ]
908,,[Post-Impressionism],19 January 1839,"Aix-en-Provence, France",22 October 1906,"Aix-en-Provence, France",,,[painting],[Paul Gauguin],,https://uploads4.wikiart.org/images/paul-cezanne.jpg!Portrait.jpg,"[Gustave Courbet, El Greco, Charles-Francois Daubigny]","[Pablo Picasso, Amedeo Modigliani, Jackson Pollock, Fernand Leger, Chaim Soutine, Piet Mondrian, Francis Bacon, Man Ray, Vilhelm Lundstrom, Paul Gauguin]",https://www.wikiart.org/en/paul-cezanne,Paul Cezanne,French,,,,,,,[ http://en.wikipedia.org/wiki/Paul_Cézanne ]
909,,[Post-Impressionism],28 October 1846,"Paris, France",18 August 1890,"Le Puy-en-Velay, France",,,[painting],,,https://uploads4.wikiart.org/temp/da58dcef-62dc-4782-a1b9-43fa970e9976.jpg,,,https://www.wikiart.org/en/albert-dubois-pillet,Albert Dubois-Pillet,French,,[Société des Artistes Indépendants (Society of Independent Artists)],,,,,[ http://en.wikipedia.org/wiki/Albert_Dubois-Pillet ]
910,"[Académie Colarossi, Paris, France]","[Symbolism, Post-Impressionism]",07 June 1848,,08 May 1903,,1903.0,,"[painting, sculpture, engraving]","[Paul Cezanne, Vincent van Gogh]",,https://uploads4.wikiart.org/images/paul-gauguin.jpg!Portrait.jpg,"[Edgar Degas, Camille Pissarro, Giotto, Raphael, Jean Auguste Dominique Ingres, Eugene Delacroix, Edouard Manet, Paul Cezanne]","[Edvard Munch, Marc Chagall, Pablo Picasso, Robert Delaunay, Constantin Brancusi, Aristide Maillol, Vincent van Gogh, Arts and Crafts ]",https://www.wikiart.org/en/paul-gauguin,Paul Gauguin,French,,[Pont-Aven School],,,1873.0,[Camille Pissarro],[ http://en.wikipedia.org/wiki/Paul_Gauguin ]
911,,[Post-Impressionism],14 April 1852,"Amsterdam, Netherlands",24 October 1895,"Amsterdam, Netherlands",,,[painting],,,https://uploads8.wikiart.org/temp/84185770-12db-4fb5-b45e-f4f72b45d3aa.jpg!Portrait.jpg,,,https://www.wikiart.org/en/meijer-de-haan,Meijer de Haan,Dutch,,[Pont-Aven School],,,,,[ http://en.wikipedia.org/wiki/Meijer_de_Haan ]
912,,"[Post-Impressionism, Expressionism]",1853,"Kisszeben (Sabinov, Slovakia), Hungary",1919,"Budapest, Hungary",,,[painting],,,https://uploads8.wikiart.org/temp/9ab43431-121f-4b74-b2aa-a75b437fcff9.jpg!Portrait.jpg,,,https://www.wikiart.org/en/tivadar-kosztka-csontvary,Tivadar Kosztka Csontvary,Hungarian,,,,,,,[ http://en.wikipedia.org/wiki/Tivadar_Kosztka_Csontváry ]
913,,[Post-Impressionism],30 March 1853,"Zundert, Netherlands",29 July 1890,"Auvers-sur-Oise, France",1890.0,[Anton Mauve],[painting],[Paul Gauguin],,https://uploads8.wikiart.org/images/vincent-van-gogh.jpg!Portrait.jpg,"[Hugo van der Goes, Anton Mauve, Paul Gauguin]","[Egon Schiele, Edvard Munch, Max Pechstein, Piet Mondrian, Francis Bacon]",https://www.wikiart.org/en/vincent-van-gogh,Vincent van Gogh,Dutch,,,,,1880.0,,[ http://en.wikipedia.org/wiki/Vincent_van_Gogh ]
914,,[Post-Impressionism],19 April 1854,"Criquetot-sur-Ouville, Normandy, France",01 April 1926,"Rouen, France",,,"[painting, drawing]",,[landscape],https://uploads7.wikiart.org/images/charles-angrand.jpg!Portrait.jpg,[Georges Seurat],,https://www.wikiart.org/en/charles-angrand,Charles Angrand,French,,[Les XX],,,,,[ http://en.wikipedia.org/wiki/Charles_Angrand ]
915,,[Post-Impressionism],20 May 1856,"Douai, Nord, France",16 May 1910,"Saint-Clair, Var, France",,,"[painting, printmaking]",,,https://uploads8.wikiart.org/temp/d4508ba5-db01-4db0-888f-98738ee566f3.jpg!Portrait.jpg,,,https://www.wikiart.org/en/henri-edmond-cross,Henri-Edmond Cross,French,,[Société des Artistes Indépendants (Society of Independent Artists)],,,,,[ http://en.wikipedia.org/wiki/Henri-Edmond_Cross ]
916,,[Post-Impressionism],21 June 1858,"Turin, Italy",31 March 1928,"Milan, Italy",,,[sculpture],,[sculpture],https://uploads4.wikiart.org/temp/7988bfc7-8505-46d2-977b-acdec08350cc.jpg,,,https://www.wikiart.org/en/medardo-rosso,Medardo Rosso,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Medardo_Rosso ]
917,,[Post-Impressionism],10 October 1858,"St. John's, Newfoundland and Labrador, Canada",01 February 1924,"New York, United States",,,[painting],,,https://uploads2.wikiart.org/images/maurice-prendergast.jpg!Portrait.jpg,[Childe Hassam],,https://www.wikiart.org/en/maurice-prendergast,Maurice Prendergast,American,,[Eight],,,,,[ http://en.wikipedia.org/wiki/Maurice_Prendergast ]
918,"[École des Beaux-Arts, Paris, France]",[Post-Impressionism],02 December 1859,"Paris, France",28 March 1891,"Paris, France",,,[painting],,,https://uploads6.wikiart.org/images/georges-seurat.jpg!Portrait.jpg,,"[Charles Angrand, Edvard Munch, Childe Hassam, Robert Delaunay]",https://www.wikiart.org/en/georges-seurat,Georges Seurat,French,,[Société des Artistes Indépendants (Society of Independent Artists)],,,,,[ http://en.wikipedia.org/wiki/Georges_Seurat ]
919,,"[Impressionism, Post-Impressionism]",31 May 1860,"Munich, Germany",22 January 1942,"Bath, United Kingdom",,,[painting],,,https://uploads8.wikiart.org/temp/654471c3-d755-49c2-806e-b9cc67de06fb.jpg!Portrait.jpg,,,https://www.wikiart.org/en/walter-sickert,Walter Sickert,British,,[Camden Town Group],,,,,[ http://en.wikipedia.org/wiki/Walter_Sickert ]
920,,[Post-Impressionism],05 August 1860,"Toulouse, France",12 November 1943,"Labastide-du-Vert, France",,,[painting],,,https://uploads4.wikiart.org/images/henri-martin.jpg!Portrait.jpg,,,https://www.wikiart.org/en/henri-martin,Henri Martin,French,,,,,,,[ http://en.wikipedia.org/wiki/Henri_Martin_(painter) ]
921,,[Post-Impressionism],25 February 1861,"Barcelona, Spain",13 June 1931,,,,[painting],,,https://uploads8.wikiart.org/temp/3c3d7596-9786-454d-bb34-229742b53a44.jpg!Portrait.jpg,,,https://www.wikiart.org/en/santiago-rusinol,Santiago Rusinol,Spanish,,,,,,,[ http://en.wikipedia.org/wiki/Santiago_Rusiñol ]
922,,"[Impressionism, Post-Impressionism]",17 May 1861,"Nantes, France",23 May 1918,"Poncé-sur-le-Loire, France",,,[painting],,"[landscape, marina]",https://uploads8.wikiart.org/temp/ee439d0d-e4b5-4614-91ef-f29321d63960.jpg!Portrait.jpg,,,https://www.wikiart.org/en/maxime-maufra,Maxime Maufra,French,,[Pont-Aven School],,,,,[ http://en.wikipedia.org/wiki/Maxime_Maufra ]
923,,"[Post-Impressionism, Secession]",23 May 1861,"Kaposvár, Hungary",25 November 1927,"Kaposvár, Hungary",,,[painting],,"[figurative, portrait]",https://uploads8.wikiart.org/temp/cef85c56-ea44-48ec-90d3-4f1790449713.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jozsef-rippl-ronai,Jozsef Rippl-Ronai,Hungarian,,[Les Nabis],,,,,[ http://en.wikipedia.org/wiki/József_Rippl-Rónai ]
924,,[Post-Impressionism],06 April 1862,"Indianapolis, Indiana, United States",1942,"San Diego, United States",,,[painting],,[landscape],https://uploads8.wikiart.org/temp/045ab5f9-db28-4c04-9a8b-252bbf2fba02.jpg!Portrait.jpg,,,https://www.wikiart.org/en/charles-reiffel,Charles Reiffel,American,,,,"[www.sdmart.org, www.sandiegohistory.org]",,,
925,,[Post-Impressionism],23 November 1862,"Ghent, Belgium",14 December 1926,"Saint-Clair, France",,,[painting],,,https://uploads8.wikiart.org/temp/b2d49c46-7850-4a2a-81ee-1dd5bcb6a45b.jpg!Portrait.jpg,,,https://www.wikiart.org/en/theo-van-rysselberghe,Theo van Rysselberghe,Belgian,,[Les XX],,,,,[ http://en.wikipedia.org/wiki/Théo_van_Rysselberghe ]
926,,[Post-Impressionism],1863,"Le Puy-en-Velay, France",1925,"Paris, France",,,[painting],,,https://uploads8.wikiart.org/temp/4944fbf7-588e-4829-b707-54108fb74eda.jpg!Portrait.jpg,,,https://www.wikiart.org/en/charles-cottet,Charles Cottet,French,,[Bande Noir (Les Nubians)],,,,,[ http://en.wikipedia.org/wiki/Charles_Cottet ]
927,,[Post-Impressionism],11 November 1863,"Paris, France",15 August 1935,"Paris, France",,,[painting],,,https://uploads3.wikiart.org/images/paul-signac.jpg!Portrait.jpg,,,https://www.wikiart.org/en/paul-signac,Paul Signac,French,,[Société des Artistes Indépendants (Society of Independent Artists)],,,,,[ http://en.wikipedia.org/wiki/Paul_Signac ]
928,,[Post-Impressionism],09 November 1864,"Paris, France",07 October 1927,"Morlaix, France",,,[painting],,,https://uploads5.wikiart.org/images/paul-serusier.jpg!Portrait.jpg,,,https://www.wikiart.org/en/paul-serusier,Paul Serusier,French,,"[Les Nabis, Pont-Aven School]",,,,,[ http://en.wikipedia.org/wiki/Paul_Sérusier ]
929,,[Post-Impressionism],24 November 1864,"Albi, Tarn, France",09 September 1901,"Château Malromé, France",,,"[painting, printmaking, illustration, drawing]",,,https://uploads2.wikiart.org/images/henri-de-toulouse-lautrec(2).jpg!Portrait.jpg,,"[Edvard Munch, Amedeo Modigliani]",https://www.wikiart.org/en/henri-de-toulouse-lautrec,Henri de Toulouse-Lautrec,French,,,,,,[Charles Maurin],[ http://en.wikipedia.org/wiki/Henri_de_Toulouse-Lautrec ]
930,,"[Post-Impressionism, Art Nouveau]",1865,"Schaerbeek, Belgium",1916,"Brussels, Belgium",,,[painting],,,https://uploads8.wikiart.org/temp/4a0d2092-2595-4b68-a941-52af03b28f9d.jpg!Portrait.jpg,,,https://www.wikiart.org/en/georges-lemmen,Georges Lemmen,Belgian,,[Les XX],,,,,[ http://en.wikipedia.org/wiki/Georges_Lemmen ]
931,,[Post-Impressionism],23 September 1865,"Bessines-sur-Gartempe, France",07 April 1938,"Paris, France",,[Maurice Utrillo],[painting],,,https://uploads8.wikiart.org/temp/9be1bacb-e999-4ed7-854f-83ca37efbf5e.jpg!Portrait.jpg,,,https://www.wikiart.org/en/suzanne-valadon,Suzanne Valadon,French,,[École de Paris],,,,,[ http://en.wikipedia.org/wiki/Suzanne_Valadon ]
932,,[Post-Impressionism],03 October 1865,"Paris, France",10 October 1935,"Paris, France",,,[painting],,"[cityscape, landscape]",https://uploads4.wikiart.org/temp/ae4dd0c8-fcf6-4404-96fa-1db0461ad738.jpg,,,https://www.wikiart.org/en/gustave-loiseau,Gustave Loiseau,French,,[Pont-Aven School],,,,,[ http://en.wikipedia.org/wiki/Gustave_Loiseau ]
933,"[Académie Julian, Paris, France]","[Post-Impressionism, Art Nouveau]",28 December 1865,"Lausanne, Switzerland",29 December 1925,"Paris, France",,,"[painting, printmaking]",,,https://uploads8.wikiart.org/temp/85b631cb-d8f2-45f8-b41e-651343b31c68.jpg!Portrait.jpg,,,https://www.wikiart.org/en/felix-vallotton,Felix Vallotton ,Swiss,,[Les Nabis],,,,[Charles Maurin],[ http://en.wikipedia.org/wiki/Félix_Vallotton ]
934,,[Post-Impressionism],14 December 1866,"London, United Kingdom",09 September 1934,"London, United Kingdom",,,"[painting, art theory]",,,https://uploads8.wikiart.org/temp/18a2729c-3d58-4d21-b774-5362267c5f01.jpg!Portrait.jpg,,,https://www.wikiart.org/en/roger-fry,Roger Fry,British,,[Bloomsbury Group],,,,,[ http://en.wikipedia.org/wiki/Roger_Fry ]
935,"[Académie Julian, Paris, France, École des Beaux-Arts, Paris, France]",[Post-Impressionism],03 October 1867,"Fontenay-aux-Roses, Hauts-de-Seine, France",23 January 1947,"Le Cannet, French Riviera, France",,,"[painting, printmaking]",,,https://uploads6.wikiart.org/images/pierre-bonnard.jpg!Portrait.jpg,,,https://www.wikiart.org/en/pierre-bonnard,Pierre Bonnard,French,,[Les Nabis],,,,,[ http://en.wikipedia.org/wiki/Pierre_Bonnard ]
936,,"[Symbolism, Post-Impressionism, Art Nouveau, Expressionism]",28 March 1868,"Solothurn, Switzerland",06 July 1961,"Oschwand, Switzerland",,,"[painting, sculpture, illustration, graphics]",,"[landscape, self-portrait]",https://uploads4.wikiart.org/temp/81218b72-9dfa-4c5c-87d0-0d8dcd6ddb04.jpg,,,https://www.wikiart.org/en/cuno-amiet,Cuno Amiet,Swiss,,"[Vienna Secession, Les Nabis, Pont-Aven School]",,,,,[ http://en.wikipedia.org/wiki/Cuno_Amiet ]
937,,[Post-Impressionism],28 April 1868," Lille, France",16 April 1941,"Paris, France",,,[painting],,,https://uploads8.wikiart.org/temp/b1ef6f03-6ab5-4760-a6dd-43a3bea3be6b.jpg!Portrait.jpg,,,https://www.wikiart.org/en/emile-bernard,Emile Bernard,French,,[Pont-Aven School],,,,,[ http://en.wikipedia.org/wiki/Émile_Bernard ]
938,,"[Symbolism, Post-Impressionism]",18 June 1868,,29 June 1916,,,,"[painting, sculpture]",,,https://uploads3.wikiart.org/images/georges-lacombe.jpg,,,https://www.wikiart.org/en/georges-lacombe,Georges Lacombe ,French,,[Les Nabis],,,,,[ http://en.wikipedia.org/wiki/Georges_Lacombe_(painter) ]
939,"[Académie des Beaux-Arts, Paris, France, Académie Julian, Paris, France, École des Beaux-Arts, Paris, France]",[Post-Impressionism],11 November 1868,"Cuiseaux, Saône-et-Loire, France",21 June 1940,"La Baule, Loire-Atlantique, France",,,"[painting, printmaking]",,,https://uploads8.wikiart.org/images/edouard-vuillard.jpg!Portrait.jpg,,,https://www.wikiart.org/en/edouard-vuillard,Edouard Vuillard,French,,[Les Nabis],,,,,[ http://en.wikipedia.org/wiki/Édouard_Vuillard ]
940,,"[Realism, Post-Impressionism]",17 January 1869,"Hódmezővásárhely, Hungary",20 September 1936,"Hódmezővásárhely, Hungary",,,[painting],,,https://uploads4.wikiart.org/temp/8ccb22b7-b77b-45f3-8f50-712ce668d9b3.jpg,,,https://www.wikiart.org/en/janos-tornyai,Janos Tornyai,Hungarian,,,,,,,[ http://en.wikipedia.org/wiki/János_Tornyai ]
941,,[Post-Impressionism],08 August 1869,"Dieppe, Seine-Maritime, France",1952,"Paris, France",,,[painting],,,https://uploads0.wikiart.org/images/louis-valtat.jpg,,,https://www.wikiart.org/en/louis-valtat,Louis Valtat,French,,[Les Fauves],,,,,[ http://en.wikipedia.org/wiki/Louis_Valtat ]
942,"[Académie Julian, Paris, France]","[Impressionism, Post-Impressionism]",31 December 1869,"Le Cateau-Cambrésis, Nord, France",03 November 1954,"Nice, Alpes-Maritimes, France",1954.0,,"[painting, printmaking, sculpture, drawing]",[Xavier Martinez],,https://uploads5.wikiart.org/images/henri-matisse.jpg!Portrait.jpg,[Edvard Munch],"[Marc Chagall, Pablo Picasso, Lee Krasner, Max Pechstein, Fernand Leger, Chaim Soutine, Karel Appel, Balcomb Greene, Man Ray]",https://www.wikiart.org/en/henri-matisse,Henri Matisse,French,,"[École de Paris, Les Fauves]",,[www.theartstory.org],1890.0,,[ http://en.wikipedia.org/wiki/Henri_Matisse ]
